ClientID,Sales_M1,Sales_M2,Sales_M3,Sales_M4,Sales_M5,Sales_M6,Sales_M7,Sales_M8,Sales_M9,Sales_M10,Sales_M11,Sales_M12,Purchases_M1,Purchases_M2,Purchases_M3,Purchases_M4,Purchases_M5,Purchases_M6,Purchases_M7,Purchases_M8,Purchases_M9,Purchases_M10,Purchases_M11,Purchases_M12,Decl_Sales_M1,Decl_Sales_M2,Decl_Sales_M3,Decl_Sales_M4,Decl_Sales_M5,Decl_Sales_M6,Decl_Sales_M7,Decl_Sales_M8,Decl_Sales_M9,Decl_Sales_M10,Decl_Sales_M11,Decl_Sales_M12,Decl_Purchases_M1,Decl_Purchases_M2,Decl_Purchases_M3,Decl_Purchases_M4,Decl_Purchases_M5,Decl_Purchases_M6,Decl_Purchases_M7,Decl_Purchases_M8,Decl_Purchases_M9,Decl_Purchases_M10,Decl_Purchases_M11,Decl_Purchases_M12,CreditGrade
C011,4354.154415877620,4277.124224105640,4235.165664839730,4713.94884841208,4291.0107943697700,4358.459752708940,4513.610291190630,4356.164071061040,4460.735231477710,4513.381307763870,4317.3340518314,4406.613874802470,4264.668027646990,3040.9672255824700,3233.4745375600300,3632.7346232250800,3315.8246133498700,4517.959176321010,4636.550715728290,3689.2489819184300,3637.5975937248700,3223.3224639893200,3167.906286644110,4425.451871377690,4284.4084202955400,4115.564184885350,4147.03987718084,4601.13018980772,4264.917843869900,4309.270032867310,4441.765179449910,4278.168490485700,4451.6536023749400,4510.975374097680,4203.0203801546,4272.630723367430,4134.447937916040,2613.8723940501000,2925.299666569590,3125.9805686677100,2977.2960169096700,3887.9631535853700,4142.941440409970,3573.093599416780,3585.9802589111500,3123.0552417858900,2959.688697220830,4170.558047924460,A
C012,4118.408989908090,4500.942233704830,4237.47640302827,4313.250053307110,4217.701769232320,4156.235841964070,4434.421348361510,4338.437959916960,4898.095463591540,4548.891379120440,4647.5068400548300,4289.828579291390,3321.43350625114,4529.120900677760,3041.6195959041300,3270.4203567382300,3232.54603480338,3619.7951689800600,4342.905290424010,3942.459556500030,4632.336596092050,3579.173567061110,4466.251955225340,4405.244710510490,4007.635233346270,4381.153712242970,4233.757268132090,4248.479204244320,4209.319259841050,4117.578800563250,4403.382040229110,4235.467790375880,4790.593712354410,4439.832914191960,4646.6030227315600,4148.704231183600,3302.7987213230100,4134.578039822890,2778.847591186600,3007.061026990990,2928.87572200962,3329.582489451880,3714.37936117989,3400.9268618454400,4446.478472287920,3383.8580621956000,3815.010644426870,3942.8063891779000,A
C013,5739.163786906220,5406.677264115650,6168.342484038170,5293.7387804943500,5731.113532275840,5897.268145153080,5468.160191057200,5515.575378562120,5457.320258529810,5830.853313901250,5238.934585930590,5788.9372013599800,3695.162430304980,3018.825540161940,3716.6675654099400,4898.188363356420,3435.798018263380,3638.7827327607300,4835.544772001170,3063.8073328797900,3130.169074085030,4259.657998215650,4747.626886559080,3017.4314646075700,5680.986397137340,5366.200968694900,5940.290830276930,5220.993351771300,5618.614570439820,5774.577460869340,5458.443083371530,5294.955018302020,5292.941122922560,5763.73615215598,5097.395767557370,5621.520293790040,3526.355652049540,2981.943830727160,3295.462667531960,4500.028701793510,3050.8130792648600,3300.0120374981000,4548.704242040270,2959.1991890983000,2692.5327001805500,4059.082467735800,4425.923010458800,2627.271263506900,A
C014,5144.344641363650,5113.766453679950,5032.164893710520,5177.140791696230,5133.347863914880,4539.009929667940,5189.189829543410,4881.181341721600,5155.486286380530,4510.302676382870,5368.4462930760000,4858.219698414490,4526.278003691040,4740.9989105435,3220.2223565132000,3600.1839607875700,3949.811531900940,4345.873438333170,3515.1848658412400,4402.302639448980,4314.000118748530,3364.0155154237900,3644.1259856582000,4775.074913841660,4955.721928109450,5061.925977656560,4843.428527066730,5121.534391177800,5080.4767124818300,4431.510889590250,5187.401219364320,4774.212653916570,4988.423483932260,4393.328242055430,5307.205562987680,4733.3508913843,3882.382291966930,4254.514822279870,3219.644944028730,3215.6329337234100,3630.9408008611600,4173.299745620000,3485.4880308460000,3857.783571047560,3804.3579770668300,2926.26169992202,3211.5761711175500,4771.986355666060,A
C015,5309.8639379257800,5458.58080668022,5153.304655381230,5781.775714826950,5507.283236092310,5601.774759649910,5777.618529618050,5649.736857913430,5954.929005710030,5418.981400397970,5776.1801129565300,5791.17790077091,3421.101165317660,3334.4860629128900,3093.4127833641400,3078.8446235150000,3400.4616195509500,4997.086805454340,3745.5739566557800,4521.020547857900,3946.9488853663200,4019.430611635310,4890.076834380890,3218.89329668366,5196.25263649359,5271.145207404180,5058.14347645566,5619.654413070640,5405.452515936380,5526.851590892520,5630.711901594770,5564.543033869720,5869.827087955160,5293.257091246570,5638.300945559450,5649.970527320160,3116.378307820580,2874.1599811923300,2655.771220600830,2653.193234522750,3245.2362308160400,4269.38026345617,3464.370732990050,3932.813837060290,3373.1151895927100,3802.0735274873100,4483.710090628120,3206.6325171742700,A
C016,5045.64092076351,4720.26665515436,4417.230214747930,4350.815989147840,4604.987173761930,4214.153504601630,4468.153286259820,4595.968080217530,4491.470750723840,4361.497329054010,4339.334348000350,4299.896077152890,3586.974512204400,4393.22142841719,3928.5281760803000,3430.124287428680,3893.6525241593200,3241.757503077910,4835.374015489450,4132.892657438390,3944.0386314838500,3629.132849294420,3086.4314594732500,4504.889833919950,4953.460904682620,4676.309724334380,4380.204773091560,4189.352226867580,4542.30700504248,4054.5718281566200,4411.858925193470,4493.6344317987000,4395.891560991230,4302.365776808790,4285.520810276060,4173.191810753420,3055.10453179749,4242.508307734280,3820.1846683458800,2987.4538527972600,3647.1882591187100,2921.15138424196,4278.495223281350,3636.1047554183100,3513.048351452570,3616.5321901195500,2723.2027569297300,4069.992781310460,A
C017,4273.562858657180,4620.6393842112700,4873.041902265660,4911.85320938733,4471.169543263910,4608.710682643390,4702.109577773300,4553.34991601571,4746.415632229350,5051.98006442363,4492.024301869420,5165.395774624420,3565.9763217139800,3595.4514366035400,4123.017810652720,3792.0948720940500,4577.401419357800,3836.968770691750,3287.8078415506600,3301.813388841350,3110.4827004316500,4436.074387407290,3584.6347090082800,3397.547744400690,4244.73578352744,4540.793094350090,4694.170028100410,4822.457200790760,4320.752021427140,4549.122336801670,4536.307977517900,4452.264831386890,4725.148355205320,5011.012088964470,4324.5578137694600,5157.293904342020,3383.686496510750,3443.7823962668500,3964.432175990130,3728.2377114435000,3982.759669785870,3708.607535298730,3207.9099250603600,3217.272816450570,2657.514145357610,4030.4227716335800,3282.047802813320,3153.247955593910,A
C018,5580.2153739937800,5304.773923202860,5390.47290152174,5219.703564186090,5510.146526786710,5616.085768551520,5320.68874960906,5231.445752246340,5425.204424924580,5483.770220632640,5578.565668780220,5000.188162670140,4723.2521120032900,3397.2687183675600,4314.378061220850,4399.31125798419,3704.7849375156900,4579.921095650610,4628.095876234100,3394.842569004270,4898.910588391970,3953.2007719708700,4333.200695963130,3422.6240745028000,5537.253591324010,5160.417470112470,5238.232141717370,5073.952357137590,5472.212342193500,5515.565401273790,5148.655432103880,5171.651737841720,5347.053347662530,5381.378103481960,5483.1784245052200,4802.647236480850,4507.331932608520,3160.1355621692500,3718.43391525699,3748.4139115296300,3303.4750605295500,4578.124815661020,4090.496702127050,2939.092772378140,4176.052408756820,3562.7989423974300,4208.533250159980,3020.800969307930,A
C019,4030.4152621232100,4365.046372529410,4111.019632834740,4014.625005711850,4246.394144583940,4070.6124994187600,3937.579910026590,4318.030156915140,4600.031650010590,4630.852655581170,4107.589384109980,4134.844574510380,3999.3185340979100,3304.216844843580,4065.3721611145400,3774.013536893100,4376.654766844330,3745.8543128167900,4892.320089926790,4554.715836213410,4216.068606134910,4230.464073172140,4285.975202538650,3536.967014260670,3990.1362832505200,4240.525653123210,4063.229203552820,3864.443789837310,4193.714819073910,3997.694450829950,3867.3061545259900,4205.161793585340,4447.791387193740,4546.002957110140,3951.791647606260,4105.992888279170,3825.9882509379200,2830.47503028398,3502.2387779335100,3213.7672063846700,4372.915892822410,3520.790591979100,4290.373039793540,4120.4544724527600,4129.957551071620,3881.6129202818200,4267.568933191190,3078.395585432120,A
C020,4930.274491638380,5565.070205156870,5726.500940680720,5240.746286375810,5015.6312937661100,4960.273562783810,5413.4265019045600,5359.4594575684300,5284.879274574380,5314.508572932040,4964.563000272740,5380.247371352850,3509.6120278842900,4715.251062339530,4899.558052228610,4123.373716022320,3357.561039699950,4540.5038662768,3984.762079229100,4262.506131127090,4678.995845827410,3922.0787925848600,3995.8801466146100,4358.8222351065000,4861.40563964964,5402.301971927570,5512.862293795780,5192.834364680590,4911.503604646150,4827.180773911660,5307.462154886740,5201.5974000276900,5139.124745805630,5235.184948763370,4876.680268424880,5233.598950018580,3191.032201259650,4190.425643997210,4592.532971983920,3604.835995078740,3155.167505210450,4421.876558144300,3480.525335758920,4092.6242813098400,4263.95260712152,3791.8782710590000,3878.383629059320,4218.9507528045900,A
C021,4305.534031076550,3898.854079480440,4074.9754860204700,4046.389516125800,3839.8306066913900,4317.510204385880,3951.692104097570,4125.756560941760,4094.0114956476100,3825.565086537480,4177.424914732360,4209.778887753130,4940.970250698320,4518.605105571110,3768.500064180260,3817.436658887470,4426.720855768960,3541.3395453462700,4708.205743982690,4826.327939223610,4521.512139329210,4033.3370755161300,3335.6715304430100,3597.3845832177300,4182.213727564170,3793.93007986936,3986.9788897930700,3972.6429923855600,3719.6286829687300,4282.947382759410,3908.4897479518900,4100.885297881440,3974.0605295535300,3766.6245610483800,4119.401497479200,4106.524198557180,4503.956881380270,4389.931645653600,3542.598796821880,3759.2247611549300,4088.098107997120,3450.141977206060,4608.549133625370,4673.172972135100,4445.3170436609200,3851.147683794690,3062.6753227975300,3222.8510703726600,A
C022,3837.323688510690,4283.302320612540,4368.467432819270,4469.845774137280,4142.00867605696,4223.872562646150,4189.259932345820,4572.476849655820,4706.897160843200,4473.491450818490,4249.318727456680,4549.05644096195,3012.2817326922000,4544.087742889070,4915.66433618655,4403.875768188620,3595.156533730100,4535.985483911180,4376.436649785230,3774.3669607620400,4230.411650186110,3855.110479688680,4168.57928631379,4405.271037730900,3701.0058607182300,4270.155996424890,4366.525434791860,4412.168810501010,4108.071504968300,4059.8302519079400,4051.4766932080200,4549.60125008574,4658.874021608970,4385.4692728436,4101.159244454580,4455.21563669113,2793.4877311367800,4074.6366727349000,4211.983208231790,4032.4180909313800,3107.591080945240,3886.3485230254000,4169.537577797490,3688.985540462200,3675.3015916284200,3351.477308748320,3839.090612242140,3875.025198873770,A
C023,4801.12568091502,4852.47274659445,4805.983236193550,5162.495186080000,5432.176594888320,4672.35974148079,5222.023903616040,4617.001874323790,4992.218369817800,4944.800522271560,5248.632708946400,4893.83731294493,4252.366075920490,3220.9554278273500,3001.057622338550,4884.332465711000,3283.0015154503800,3843.1930523323200,3692.9788802970900,4739.570168794360,3857.2036247045700,4657.502968645510,4435.703676452080,3238.453388368250,4723.613268369910,4683.559392663210,4628.6490085487800,5127.639103882650,5315.794517797260,4515.744575201960,5127.60455042742,4541.003405049200,4947.011469976800,4876.729499911980,5155.775318180500,4732.97634538999,3767.968551518910,2982.3090258890900,2729.497484528260,4505.5929146027,3261.205590133150,3786.468786987210,3419.195822438980,4612.100484959720,3757.5234115412000,4120.842199051820,3822.948131737770,2978.938109227880,A
C024,5739.603592325430,5556.516428691650,5680.652326582920,5799.075400229520,5461.6727019365000,5623.740137880800,6337.389224337120,5654.105657875590,5943.57830414775,6196.180321136160,6153.596596338150,5576.493765254690,4123.458214626280,4085.1197534190200,4786.895207389800,4685.559099130090,3612.025179899250,4262.339554910390,4360.47772089231,4940.855120790640,4787.1343038415200,4884.851722721560,4284.450962445590,4229.295267684170,5562.291913626610,5442.281534135160,5636.8475211649400,5762.940237207120,5360.01586951248,5569.256904740530,6210.559531909430,5620.255182408040,5853.163824348110,6161.881781116400,5964.48357571184,5443.152753891710,3891.12715429298,3560.0001013067100,4157.034447169440,4275.687411435000,3371.9427059287200,4224.885850057820,3974.0907902133900,4745.754178387090,4783.8675689214200,4823.7893781234200,3643.0836099106900,4211.108257560490,A
C025,5274.044852675560,5913.686516421930,5638.165217838720,5379.582500046330,5840.974259259560,5531.887528767910,6253.535537529930,5170.733195305220,5382.3685404563300,5253.029406305940,5701.557146201170,5457.595250525780,4170.890233022070,3323.9702076898800,4041.437576105370,3652.102252275650,4398.372475888880,3732.789097832570,4672.7490165321100,3962.6858864950300,4033.0045959837200,3766.0962563387400,4995.081791755160,4028.4889765035600,5181.021940322280,5685.28806093135,5575.001986482850,5254.992132731090,5709.420361681110,5372.94550308638,6228.590018691290,5102.399324868720,5265.263002634660,5103.802259860250,5593.414335103140,5361.376113254550,4011.531256289140,3238.384416815770,3934.5583960754700,3146.5455648301100,4164.0681416585,3346.029734770600,4339.292569343490,3937.7758511066200,3962.3469337248000,3368.075558204390,4629.72351856651,3477.816136802580,A
C026,4978.350762026310,4642.068568303710,4706.275651294690,4686.43086945238,4477.749156987090,4428.861176910950,5012.222783285800,4609.558242271420,4498.8177554373200,4504.375775000940,4204.930428240370,4689.3170330150400,4521.879738924200,3539.385883291900,3587.03901862801,4924.811023225550,4826.42865234222,4136.349690811550,3970.9847080070600,4307.40874129717,4073.258797058750,4991.47779480084,3283.9649277628700,4950.683273147450,4902.591708458070,4590.167680718900,4573.57064530486,4611.472713442000,4433.085484796080,4365.327599876480,4996.845175426040,4589.042064957120,4434.875402304790,4377.46812439871,4151.543574039300,4553.701471967610,3929.3529349800400,3311.0515723969100,3269.080020859420,4600.07278676497,4720.978488890960,3575.906714247330,3586.400521398220,4290.365469340010,4025.5809734411700,4968.017715704840,2816.471035742120,4864.211579682360,A
C027,4994.143995553430,5042.147944338130,4776.904186328590,5086.656659813210,5015.814548829360,4654.134450346330,5038.351123120330,4930.276134275630,4953.827960588240,4998.497526772490,4796.563331729770,4916.291127968110,3651.133433988500,3745.8748699089300,4587.4260501673500,3302.1205390961800,3339.8853980756200,3162.3381858996900,3610.3506833395900,4566.579603637750,3325.8123639578900,3141.2825917706500,4402.142345783080,3361.9597582007400,4914.0213953237900,4924.214856770570,4683.959435936750,4928.086481086500,4960.755552793560,4626.104450582700,5024.020607126740,4878.200593437760,4850.112090118270,4897.106598013650,4718.766963881910,4734.592277179560,3167.802005081890,3727.0325570709900,4300.70432325862,2852.58070324352,2845.7307343863400,3084.985864155310,3564.2038484925500,4364.225050161970,3020.007208495890,3002.6077998265100,4351.503064998110,3002.9795598226000,A
C028,5175.8366969044500,5504.106778553400,5825.345005857750,5324.308963574230,5090.4321605418000,5470.762700685690,5397.779061802930,5581.354031701230,5360.449583551380,5146.637200077270,4925.255588193300,5487.640178616360,3859.1376671838800,4660.138811302190,4124.7871429455600,4661.776620425720,4993.858582169270,3665.157610387460,3182.016252774030,4547.663117177710,3298.7674610007500,4450.710119295840,4910.292868635170,3146.19154953192,5061.38088405812,5469.126653747980,5626.243956668010,5274.318288982150,5045.999797701820,5399.659973679950,5210.303871407050,5366.874469403530,5286.694745403470,4992.481543467880,4922.973891442560,5385.215140516600,3314.521828807900,4449.562503420290,3894.113433472640,4588.898044718040,4366.074130922170,3450.955671929600,2856.0115748052600,4386.174919951300,2881.283078670500,4403.902607493280,4540.408255218710,3067.4898682323300,A
C029,5618.741017849400,5672.691490271850,5647.428599665910,6173.429626223480,6222.905333469580,5819.973386901900,5852.238528116640,5889.768088753480,5471.435799909870,5958.920265079860,5669.004394646270,5756.711157012430,3819.3378523155700,4221.34454771532,3511.8297491237800,3571.343855092660,4368.9274936202400,4681.839470777120,4618.306840201640,3000.1269915092600,4847.220189443910,4613.930326291300,4912.0248019084700,3969.457979818800,5542.904646384770,5612.2901819416100,5526.824853942510,6125.387552044530,6083.011317305650,5617.214772588110,5768.469719781270,5766.941381528040,5396.612990026950,5740.431193332640,5592.750194373410,5639.490721339270,3679.1573872954500,3859.07276925923,3158.7910892392600,3291.5469303880600,4316.196858444170,4195.539688068220,4607.85974420176,2601.2936509512600,4825.782280957140,4526.285256053820,4873.16727528257,3514.8972933252500,A
C030,5694.647877605050,4991.079084671690,5412.800696555200,4903.3266512320300,5014.230661440660,5217.988587758090,5596.924473033120,6037.728598114620,5460.671912944420,4939.759948336300,5523.824536060650,5582.1112528407100,3062.2614968352500,4805.02768649707,3572.8706558247100,4111.225127612220,3752.8404890590900,3053.248729546230,3988.2982430944100,4669.4301869868300,3733.9746600205100,4030.764224481820,3944.7582508505600,3772.304176913700,5636.365891020180,4858.364710569780,5325.208219938190,4769.197794656940,4883.108614670930,5060.370227545740,5529.30246848561,5847.438914222190,5300.62904829873,4816.047430201610,5429.497168822300,5563.658596891100,2979.110044003840,4201.88683937668,3049.885337712900,3978.4245147399800,3339.0095400367200,2750.6872251624800,3877.245824459190,4534.568672668080,3450.32045776225,3937.2378644068200,3569.132443830560,3233.5234554748100,A
C031,4373.196955612540,4593.197533838550,4925.649282516710,4325.437208325410,4444.240314347720,4552.247774535950,4517.833987614590,4261.04546719206,4535.336338794660,4492.65037297954,4549.912722190270,4617.4430713100300,3535.387093105690,3814.4380082687800,4651.980805905930,4013.4013263842600,3538.9507620918300,3680.376574838390,4948.943702980150,3368.609158240720,3484.544345251040,4380.918627400060,3767.870552828390,3922.8849057921100,4316.384751695910,4425.220736412610,4774.730668448050,4242.814242859950,4278.757546405980,4386.5890559131000,4352.294741816570,4145.62236177992,4519.173016863740,4462.457967747600,4504.428203771800,4519.415459481220,3465.0281368500900,3402.071266861050,4011.1491186685500,3501.217958340170,3270.751844715310,3295.986230085870,4430.616237482050,2867.050332695540,3264.737563160950,4195.814781325810,3432.867382031220,3430.3456401478600,A
C032,5975.091296662430,5123.659718898680,5767.248483243670,5912.0544422796000,5484.614264222860,5772.92781564968,6088.369315792600,5365.264484960190,6234.158261243880,5133.213242422840,5924.556114467140,6188.948510162460,3099.865518831090,4123.583679869590,4532.716944748420,4821.81665933552,3185.819893675980,4805.042780224430,3921.920811764830,3904.0369391634800,4998.85097416071,3324.8474871055100,4418.741168398310,3321.2481543954800,5929.866253217870,4925.916616657280,5659.951530916460,5714.946576267460,5332.89017242216,5552.416385296540,5902.9361258405400,5295.480534985280,6179.891846048530,5070.629442189820,5765.5302336723900,6063.692081072840,2878.591552003870,3689.7050989141200,4167.680120164340,4810.811556639120,2947.425749750210,4371.199633721690,3761.8507416855200,3824.0027981480900,4268.645970538650,2970.7597983971100,4278.93387306858,3050.7921100260000,A
