ClientID,Sales_M1,Sales_M2,Sales_M3,Sales_M4,Sales_M5,Sales_M6,Sales_M7,Sales_M8,Sales_M9,Sales_M10,Sales_M11,Sales_M12,Purchases_M1,Purchases_M2,Purchases_M3,Purchases_M4,Purchases_M5,Purchases_M6,Purchases_M7,Purchases_M8,Purchases_M9,Purchases_M10,Purchases_M11,Purchases_M12,Decl_Sales_M1,Decl_Sales_M2,Decl_Sales_M3,Decl_Sales_M4,Decl_Sales_M5,Decl_Sales_M6,Decl_Sales_M7,Decl_Sales_M8,Decl_Sales_M9,Decl_Sales_M10,Decl_Sales_M11,Decl_Sales_M12,Decl_Purchases_M1,Decl_Purchases_M2,Decl_Purchases_M3,Decl_Purchases_M4,Decl_Purchases_M5,Decl_Purchases_M6,Decl_Purchases_M7,Decl_Purchases_M8,Decl_Purchases_M9,Decl_Purchases_M10,Decl_Purchases_M11,Decl_Purchases_M12,CreditGrade
C0021,195.11,161.99,190.84,155.45,177.13,176.72,196.35,179.92,171.26,199.89,203.31,170.17,124.99,117.95,140.64,111.01,120.01,110.48,126.61,115.61,111.16,133.73,138.59,107.65,197.45,163.46,193.51,154.0,177.95,177.8,195.46,179.27,173.39,200.69,206.55,170.1,129.09,122.18,144.7,115.31,122.39,109.98,124.15,119.31,107.16,132.41,134.86,108.62,A
C0022,289.84,261.65,256.28,245.37,286.36,243.2,280.13,254.77,267.37,261.83,279.3,282.81,182.13,157.23,183.44,182.47,201.97,156.78,200.35,179.17,175.95,181.26,185.49,194.47,292.19,257.59,260.61,250.17,288.4,246.08,274.85,251.49,271.38,264.4,279.39,278.61,181.84,157.48,179.98,174.18,200.71,150.44,191.23,182.48,182.1,174.47,178.61,193.95,A
C0023,446.51,512.27,502.86,436.1,462.13,432.81,425.77,543.64,462.9,501.66,488.41,478.43,324.51,312.36,323.95,280.49,334.29,300.34,262.52,326.23,343.16,311.64,323.93,311.92,453.12,510.8,509.47,439.9,455.09,434.48,419.47,534.45,469.03,500.94,481.81,479.35,327.38,320.91,329.0,282.11,323.54,292.55,262.68,322.86,342.58,325.85,336.94,312.1,A
C0024,3749.02,3179.93,3302.94,3120.08,3098.39,2998.66,3541.69,3468.85,2947.77,3448.21,3572.7,3900.85,2554.53,2334.12,2399.31,2015.27,2152.38,2105.16,2640.56,2546.26,2185.37,2401.1,2473.01,2473.74,3746.93,3219.01,3348.42,3124.41,3130.34,2998.62,3591.32,3485.46,2990.41,3411.2,3558.73,3920.26,2463.34,2246.08,2379.36,2026.73,2247.39,2086.06,2703.07,2672.41,2276.43,2281.53,2589.58,2569.98,A
C0025,1203.23,1228.87,1191.13,1266.93,1225.9,1479.52,1078.0,1379.5,1194.86,1265.9,1512.03,1152.15,751.18,833.3,772.93,893.03,802.92,1073.33,724.63,934.58,785.57,948.96,1023.85,787.91,1180.83,1239.68,1187.37,1263.73,1215.2,1503.21,1085.31,1377.08,1184.81,1267.21,1515.62,1163.45,775.84,860.28,740.25,905.97,787.6,1075.93,757.83,970.39,769.5,950.13,981.74,799.07,A
C0026,299.93,298.76,278.53,289.89,283.07,243.79,265.7,297.86,287.34,253.89,305.43,265.66,192.09,192.41,207.33,213.65,193.96,164.03,185.47,202.69,215.32,157.74,227.94,184.08,302.57,296.31,279.65,292.8,284.67,247.91,269.83,299.58,284.99,255.75,302.71,261.69,193.43,190.66,208.58,221.22,186.14,161.64,194.26,211.24,225.41,150.66,236.69,189.05,A
C0027,437.19,429.76,424.01,414.75,410.59,424.66,443.92,457.12,435.21,429.12,397.86,382.98,286.77,309.02,264.01,259.42,251.35,274.23,318.51,285.44,265.74,302.6,249.52,264.2,435.71,429.99,419.27,418.49,416.33,431.94,448.11,456.69,435.08,430.74,391.12,377.12,300.15,311.6,253.25,246.81,259.82,285.61,325.03,282.22,271.2,315.41,244.23,269.06,A
C0028,1227.59,1157.01,1260.05,1406.07,1287.91,1223.77,1169.97,1202.16,1279.54,1004.82,1188.75,1075.98,889.4,791.81,913.07,1053.9,836.99,750.97,837.78,748.24,906.94,746.85,726.28,717.76,1244.34,1140.6,1273.42,1421.92,1296.92,1205.74,1148.41,1209.67,1266.81,1024.45,1190.34,1057.0,907.08,801.88,949.21,1018.27,846.23,737.22,859.84,722.52,945.93,746.69,750.49,698.38,A
C0029,904.56,649.95,829.46,813.65,832.45,839.68,835.09,724.91,776.24,744.76,694.08,825.26,581.5,456.7,602.3,586.94,499.48,620.14,602.14,538.9,522.19,520.87,492.85,552.86,915.61,648.34,817.15,818.27,831.74,844.99,821.17,729.66,775.96,752.36,692.08,819.65,580.2,475.86,590.71,615.41,480.19,649.32,624.62,563.0,508.43,539.49,507.81,534.23,A
C0030,204.15,229.67,219.55,226.72,190.78,249.4,223.71,201.74,249.28,223.24,207.81,207.61,141.75,163.12,154.4,137.09,140.29,160.36,152.87,132.43,150.56,150.49,150.7,135.99,204.27,229.42,218.55,228.93,189.52,250.36,222.07,200.5,246.74,225.01,205.41,205.68,139.97,164.31,160.85,141.46,135.57,152.73,157.23,129.32,148.15,155.22,155.34,135.91,A
C0031,465.18,468.32,484.27,450.7,472.73,451.77,451.23,552.33,453.99,477.84,492.23,476.09,298.84,299.79,320.14,326.26,319.57,289.32,293.77,412.13,284.94,304.07,346.32,313.07,464.47,471.6,476.24,445.9,473.16,443.98,443.84,543.14,450.77,485.69,498.77,480.85,297.92,310.81,313.08,312.61,308.36,289.17,288.0,403.96,270.91,306.48,353.88,310.17,A
C0032,977.0,938.86,991.68,977.07,1043.54,1057.83,914.1,882.17,881.71,1078.54,1068.45,967.69,672.57,570.35,678.58,698.56,768.71,649.44,672.21,590.3,588.81,808.81,667.1,683.58,963.73,950.53,973.24,978.44,1029.61,1049.72,897.47,872.95,887.87,1090.72,1076.8,961.07,672.17,571.72,664.91,695.99,805.97,649.51,665.36,603.75,610.2,770.49,653.1,703.34,A
C0033,221.48,240.97,248.11,257.64,249.47,293.1,250.53,261.02,247.93,239.6,252.16,273.58,146.21,160.89,175.7,164.16,172.99,182.13,157.88,159.79,184.22,145.77,173.97,193.82,225.65,244.07,248.38,255.9,248.01,288.17,251.09,257.53,245.9,242.87,250.77,271.84,149.28,153.36,175.21,167.96,177.71,177.41,154.82,153.98,185.98,140.85,179.23,193.82,A
C0034,408.87,377.07,350.96,386.15,389.75,359.93,410.33,432.49,416.38,415.51,425.19,384.66,262.65,234.06,248.2,259.06,266.39,236.78,304.12,264.76,307.12,259.09,283.44,243.04,403.55,377.29,356.47,392.69,394.99,359.93,415.59,440.0,421.29,414.87,422.68,378.64,275.38,225.9,242.7,264.22,270.32,230.23,313.3,265.08,294.18,247.02,285.31,234.52,A
C0035,177.19,174.8,167.29,200.92,206.11,206.42,176.65,199.67,189.56,170.92,178.55,186.25,115.3,105.17,119.63,146.91,140.16,126.46,127.83,134.91,138.8,107.01,117.92,135.0,180.58,175.64,169.77,198.9,207.29,204.77,174.85,200.03,186.67,169.84,179.49,188.72,113.64,102.39,123.25,148.44,140.07,131.94,129.79,137.33,136.19,102.95,113.85,138.59,A
C0036,1268.58,1444.46,1260.23,1241.39,1287.29,1332.59,1176.97,1346.86,1260.29,1185.5,1153.64,1291.27,848.7,912.26,882.96,828.96,886.82,864.92,745.73,851.68,788.63,715.33,801.04,877.69,1255.56,1445.89,1243.81,1233.54,1312.95,1318.32,1154.63,1328.05,1259.45,1178.57,1160.09,1287.11,822.14,898.74,881.39,854.0,878.2,859.55,773.55,825.83,806.12,728.22,777.44,841.09,A
C0037,1119.17,975.68,1221.26,1175.2,1113.16,1049.89,1172.77,1016.87,1135.54,1195.98,1134.23,1083.45,822.09,614.21,841.92,806.19,785.6,776.28,712.67,630.69,701.26,783.02,817.23,807.75,1111.69,974.84,1205.57,1194.12,1124.89,1037.24,1166.47,1020.76,1114.66,1211.51,1140.6,1062.61,847.25,608.37,800.13,803.39,772.79,779.02,743.8,654.43,718.94,780.28,833.89,770.49,A
C0038,441.33,446.65,481.91,493.67,420.47,393.2,427.77,431.71,420.09,377.16,475.38,435.12,299.86,305.66,323.2,347.21,284.12,284.47,318.28,314.6,271.53,257.4,331.91,323.13,449.71,445.73,487.68,498.18,413.54,397.81,435.01,433.7,415.23,373.26,473.73,439.11,285.32,296.01,321.36,350.63,273.53,293.34,309.3,301.71,261.25,270.06,326.07,319.96,A
C0039,404.3,413.09,428.89,488.34,346.33,329.78,430.2,415.65,403.93,434.32,364.63,432.02,278.5,301.16,260.45,355.62,245.22,212.51,289.45,302.03,278.86,270.83,247.55,271.37,407.06,413.89,422.99,496.79,346.93,331.79,433.15,420.95,396.07,440.36,363.68,431.63,284.5,311.41,250.38,359.61,238.38,202.73,283.1,295.8,268.64,276.87,240.21,279.26,A
C0040,70.81,80.48,63.86,72.12,88.65,77.84,79.17,81.24,75.24,76.46,78.44,80.22,42.78,59.2,42.63,44.56,64.3,49.07,49.57,54.22,52.7,56.86,56.87,54.25,71.18,81.56,63.73,72.87,89.14,77.42,77.63,81.38,74.69,75.37,78.59,79.22,42.35,57.67,40.65,44.86,67.02,47.49,50.58,55.41,50.23,57.33,57.99,56.47,A
C0041,69.21,71.34,72.16,65.51,73.95,64.86,69.87,75.21,63.8,65.38,67.52,65.21,46.52,43.55,50.93,42.4,52.64,42.79,48.3,53.35,42.32,43.09,42.86,43.45,68.86,71.58,71.01,66.14,72.72,63.89,69.38,75.64,65.08,64.81,67.74,66.18,47.87,42.32,50.15,43.34,51.87,42.62,47.06,52.19,43.7,44.7,41.33,42.49,A
C0042,502.58,536.04,468.87,468.87,538.19,507.16,459.88,498.56,460.11,460.02,487.07,404.68,334.11,345.04,324.35,291.13,346.5,332.16,307.39,357.86,289.84,311.49,335.52,245.63,504.74,528.98,460.71,477.29,548.21,513.41,456.28,490.54,463.5,458.92,479.71,404.61,318.55,359.16,316.53,295.87,339.97,332.83,308.82,346.58,303.46,320.07,350.27,255.33,A
C0043,314.27,310.21,346.33,313.37,337.0,376.2,356.82,312.69,315.1,335.88,280.82,301.73,192.17,225.36,251.9,233.69,221.68,279.58,237.95,219.03,192.96,246.73,181.04,192.91,308.05,310.75,345.99,315.08,343.44,382.35,362.68,313.01,310.11,331.6,285.91,300.67,199.19,229.24,255.14,228.44,230.47,271.38,235.68,229.84,197.51,245.37,182.14,191.2,A
C0044,449.44,528.51,525.82,416.76,421.99,412.55,549.26,481.5,476.15,499.4,441.3,471.26,284.35,393.01,389.9,305.18,294.11,260.76,382.02,298.95,318.45,365.1,281.89,329.75,455.96,521.08,527.15,411.08,416.47,406.01,542.73,480.64,481.76,509.21,446.69,468.94,284.8,375.67,398.13,292.14,305.37,266.66,394.76,305.24,324.74,380.81,292.65,316.39,A
C0045,2889.45,2935.0,2680.23,2363.89,3052.92,2775.31,3077.84,3206.98,2980.03,3045.74,2632.09,3175.19,2156.69,2057.32,1785.25,1521.05,2065.16,1712.0,1951.48,2154.4,1896.53,2004.7,1902.55,1940.62,2938.36,2902.71,2702.35,2327.07,3065.25,2764.96,3119.3,3174.92,2974.99,3052.73,2605.97,3125.69,2205.56,2018.25,1843.4,1513.7,1981.34,1778.29,1998.66,2072.94,1964.02,1917.88,1842.43,1877.0,A
C0046,1469.9,1291.03,1424.68,1359.78,1371.14,1316.8,1368.9,1473.81,1284.08,1381.04,1551.91,1327.46,1073.12,837.3,877.05,979.47,903.89,914.08,828.73,950.59,779.63,905.73,992.23,993.71,1463.74,1281.09,1408.79,1359.46,1346.9,1305.73,1354.39,1501.13,1290.02,1401.07,1526.46,1308.82,1091.64,877.4,835.23,1019.41,863.94,937.45,792.65,927.37,753.87,878.11,953.19,995.77,A
C0047,455.38,539.55,524.64,513.55,447.3,558.78,448.94,520.71,477.0,465.36,434.05,531.67,285.9,397.96,336.1,329.2,332.41,345.92,319.68,312.83,347.5,327.8,296.44,393.59,455.61,532.6,525.41,509.3,438.54,567.35,451.75,529.92,481.68,461.03,431.65,532.23,287.24,388.36,325.17,324.61,320.45,342.08,318.78,327.5,335.19,328.27,297.25,385.92,A
C0048,415.34,412.82,428.18,489.53,445.53,490.69,376.31,476.5,511.66,436.87,535.09,415.12,270.18,275.83,268.92,323.74,276.14,297.14,230.42,301.15,348.84,305.05,368.31,284.88,412.59,410.85,426.49,493.04,439.22,496.36,369.35,478.66,504.54,441.62,530.02,419.64,264.44,280.02,281.04,337.28,266.89,292.32,220.97,306.96,355.12,317.53,361.17,275.82,A
C0049,169.75,184.68,142.59,164.19,165.56,164.16,161.05,184.44,178.82,157.81,155.41,168.53,126.35,112.44,91.75,106.2,116.76,115.92,119.41,127.44,116.82,104.65,114.38,107.48,168.42,181.55,141.17,166.89,167.83,165.06,164.21,187.68,181.35,160.47,156.44,167.8,127.4,111.06,91.57,104.73,112.87,120.5,119.93,131.56,117.61,99.48,115.84,110.37,A
C0050,145.06,134.75,169.88,146.82,143.11,165.71,136.98,136.43,154.18,163.17,161.15,148.55,101.71,88.76,114.85,99.63,105.78,113.63,95.92,82.93,100.07,99.28,101.03,109.76,147.6,135.91,171.46,146.59,145.58,165.09,137.98,137.25,154.79,161.35,162.32,150.8,104.73,88.15,119.65,102.44,108.17,109.36,99.91,81.99,98.02,100.44,100.71,107.08,A
C0051,77.14,62.49,70.68,69.85,68.12,64.01,68.15,84.64,67.28,66.84,62.98,74.31,51.03,37.94,45.84,44.97,45.42,38.99,48.61,60.04,46.07,47.27,43.29,51.71,78.05,63.41,70.26,69.31,68.4,63.69,69.14,85.36,67.08,67.85,61.77,74.18,49.34,39.24,44.12,46.06,47.0,37.72,47.49,62.57,46.76,46.4,42.92,49.97,A
C0052,358.71,309.44,351.02,322.25,344.88,355.27,379.64,362.58,331.85,384.79,332.86,384.8,265.06,217.32,230.02,234.87,226.61,218.22,246.29,240.12,236.06,268.84,209.77,277.55,362.82,308.14,351.17,326.07,344.12,358.72,373.25,362.4,330.98,380.88,337.67,377.41,263.76,207.48,229.96,243.29,222.87,226.98,237.0,231.9,242.85,273.28,214.39,278.64,A
C0053,1046.06,1190.51,1354.01,1494.2,1199.69,1329.49,1038.26,1223.34,1213.66,1192.58,1241.6,1201.0,685.94,813.73,994.69,934.03,793.09,927.79,711.38,837.96,823.66,824.24,768.84,754.71,1043.6,1207.75,1375.51,1478.0,1198.07,1327.93,1035.18,1246.34,1229.48,1202.36,1231.88,1184.14,716.22,836.28,969.4,953.74,774.66,961.81,692.37,814.57,784.81,823.9,786.2,743.3,A
C0054,214.8,190.33,224.15,225.98,188.34,184.85,223.41,201.89,225.03,216.63,193.7,199.46,152.08,142.66,144.84,141.42,117.96,115.45,153.65,135.47,150.57,137.62,141.1,133.77,210.97,194.09,221.42,227.9,190.72,184.63,221.28,201.41,222.41,216.39,191.62,196.76,147.78,137.82,151.32,143.14,120.66,119.79,160.44,130.34,156.33,132.06,145.09,135.87,A
C0055,423.95,483.28,416.7,497.48,497.38,472.39,487.16,500.56,522.23,473.17,551.81,440.9,255.67,348.55,276.87,340.17,356.55,311.96,358.64,349.14,370.31,339.23,360.12,265.84,421.55,479.47,423.69,492.58,492.23,480.14,492.55,499.15,531.04,477.1,542.36,437.76,264.5,353.28,280.07,350.66,361.42,304.7,354.54,343.73,359.21,331.1,366.34,275.1,A
C0056,2200.97,2514.21,2611.95,2301.87,2349.25,2089.72,2348.08,2581.78,2279.82,2349.15,2532.19,2793.55,1601.12,1608.58,1739.9,1685.27,1669.03,1477.21,1421.41,1556.71,1479.99,1607.88,1802.56,1981.84,2244.12,2560.82,2617.19,2346.82,2350.12,2077.16,2388.59,2551.23,2270.81,2346.53,2495.5,2818.72,1614.85,1553.33,1789.67,1628.87,1709.81,1441.65,1457.26,1498.94,1409.75,1555.88,1886.82,1938.7,A
C0057,132.93,143.95,172.5,181.22,121.6,163.13,175.19,132.94,150.44,135.9,142.18,152.79,98.25,89.84,126.13,110.15,91.06,100.45,115.68,81.2,90.7,96.24,86.19,92.1,130.71,142.68,172.02,177.73,121.41,164.24,176.4,134.52,147.94,138.04,143.81,153.79,101.71,90.24,122.32,110.57,91.13,98.22,117.63,83.08,92.45,97.2,83.57,93.57,A
C0058,236.65,252.89,218.54,264.81,233.42,223.06,242.45,278.69,256.53,228.2,238.65,273.19,165.16,162.98,132.19,196.57,145.4,143.17,166.36,190.37,156.98,142.56,169.24,168.95,235.4,247.98,218.68,262.06,233.48,221.92,241.19,277.85,257.34,229.11,239.06,276.95,161.6,156.18,134.29,191.09,150.12,141.7,169.28,198.14,159.85,148.85,177.22,170.27,A
C0059,492.48,593.99,587.49,495.57,597.13,514.18,512.22,648.97,517.35,468.59,545.08,551.42,303.22,398.54,362.53,318.6,433.36,332.73,313.2,464.28,330.43,346.83,393.11,358.59,492.31,587.4,585.95,498.43,608.16,512.93,510.97,652.61,525.9,469.64,545.85,550.17,292.28,415.89,367.53,332.94,431.33,329.04,316.8,472.26,339.13,340.25,385.02,347.85,A
C0060,146.62,120.8,112.82,148.15,142.04,138.19,134.14,122.27,124.0,126.4,158.6,134.5,101.95,73.94,77.53,107.54,91.47,103.39,91.49,90.96,81.03,85.64,118.67,84.82,149.41,118.58,110.65,146.33,139.27,137.9,134.95,123.3,122.79,127.73,161.56,134.69,101.24,73.94,79.6,105.65,88.39,104.62,92.77,93.56,84.5,88.54,124.16,85.27,A
C0061,608.23,659.93,618.19,640.68,557.51,545.81,606.27,552.43,602.17,657.94,658.4,605.02,425.84,404.06,373.49,453.61,394.03,330.75,406.14,361.9,415.43,466.28,414.0,410.95,603.16,650.42,629.47,643.38,566.66,544.89,595.2,544.18,598.19,656.57,656.45,606.2,437.32,421.12,382.82,444.19,381.94,322.83,415.33,360.25,401.76,472.92,393.73,421.98,A
C0062,263.88,294.37,239.37,289.42,237.11,275.29,256.22,304.5,272.34,279.43,269.28,274.18,164.54,202.56,157.43,186.41,142.89,184.45,188.71,187.38,180.91,173.14,166.09,202.71,265.14,291.68,241.62,285.82,235.04,273.0,256.4,303.11,269.42,282.85,271.52,278.01,162.3,199.23,164.19,191.52,144.19,191.6,192.1,178.35,186.34,175.98,162.76,203.26,A
C0063,228.97,216.8,228.31,206.23,233.64,198.16,200.78,233.16,226.46,212.51,241.44,248.02,166.99,144.84,156.49,123.9,170.83,136.07,148.94,171.08,159.04,155.88,151.87,178.67,224.6,220.45,229.86,208.23,237.99,197.37,199.3,233.07,224.61,212.86,239.44,245.4,170.32,142.62,155.85,125.17,164.17,134.74,145.39,172.77,165.56,150.91,159.26,182.01,A
