ClientID,Sales_M1,Sales_M2,Sales_M3,Sales_M4,Sales_M5,Sales_M6,Sales_M7,Sales_M8,Sales_M9,Sales_M10,Sales_M11,Sales_M12,Purchases_M1,Purchases_M2,Purchases_M3,Purchases_M4,Purchases_M5,Purchases_M6,Purchases_M7,Purchases_M8,Purchases_M9,Purchases_M10,Purchases_M11,Purchases_M12,Decl_Sales_M1,Decl_Sales_M2,Decl_Sales_M3,Decl_Sales_M4,Decl_Sales_M5,Decl_Sales_M6,Decl_Sales_M7,Decl_Sales_M8,Decl_Sales_M9,Decl_Sales_M10,Decl_Sales_M11,Decl_Sales_M12,Decl_Purchases_M1,Decl_Purchases_M2,Decl_Purchases_M3,Decl_Purchases_M4,Decl_Purchases_M5,Decl_Purchases_M6,Decl_Purchases_M7,Decl_Purchases_M8,Decl_Purchases_M9,Decl_Purchases_M10,Decl_Purchases_M11,Decl_Purchases_M12,CreditGrade,Compliance_Sales,Compliance_Purchases,Sales_Stability,Purchases_Stability,Purchase_to_Sales_Ratio,Sales_Growth,Purchases_Growth,Sales_Seasonality,Peak_Sales_Month,Profitability,Sales_Max_to_Mean,Compliance_Adjusted,Q4_to_Annual_Sales
C011,4354.154415877619,4277.124224105638,4235.165664839731,4713.94884841208,4291.0107943697685,4358.459752708943,4513.610291190626,4356.164071061037,4460.735231477713,4513.381307763874,4317.3340518314,4406.613874802473,4264.668027646992,3040.9672255824653,3233.4745375600323,3632.7346232250807,3315.8246133498737,4517.959176321011,4636.550715728287,3689.248981918435,3637.5975937248672,3223.322463989321,3167.906286644114,4425.451871377686,4284.4084202955355,4115.564184885349,4147.03987718084,4601.13018980772,4264.917843869895,4309.270032867305,4441.765179449906,4278.168490485701,4451.6536023749395,4510.975374097681,4203.0203801546,4272.630723367431,4134.447937916042,2613.8723940501036,2925.299666569594,3125.9805686677114,2977.2960169096705,3887.9631535853737,4142.941440409966,3573.0935994167776,3585.9802589111464,3123.0552417858908,2959.688697220834,4170.558047924456,A,0.9826288231176359,0.9203868956675497,0.030244871671307433,0.1553428322119378,0.8482510407141891,1.012045372888181,1.0376925355392423,0.030244871671307433,4,0.15174608518186478,1.0713986304702068,0.9537818145346098,0.25071790249333487
C012,4118.408989908087,4500.942233704826,4237.47640302827,4313.250053307113,4217.701769232315,4156.235841964074,4434.421348361511,4338.437959916958,4898.095463591536,4548.891379120435,4647.5068400548325,4289.828579291391,3321.43350625114,4529.120900677757,3041.6195959041324,3270.4203567382337,3232.54603480338,3619.7951689800584,4342.905290424005,3942.459556500028,4632.336596092054,3579.173567061107,4466.251955225342,4405.244710510493,4007.635233346274,4381.153712242969,4233.757268132086,4248.479204244316,4209.319259841046,4117.578800563254,4403.382040229106,4235.467790375884,4790.593712354412,4439.832914191958,4646.6030227315605,4148.704231183602,3302.7987213230113,4134.578039822891,2778.847591186604,3007.061026990991,2928.87572200962,3329.5824894518805,3714.37936117989,3400.9268618454366,4446.478472287924,3383.8580621955966,3815.010644426866,3942.806389177904,A,0.9840859463922753,0.909491062471628,0.051554470760883736,0.15178740506288607,0.8801186690518736,1.0416126657496878,1.3262100512230472,0.051554470760883736,9,0.11987905625488611,1.1152905258980546,0.9358392491833643,0.25589982014855484
C013,5739.163786906223,5406.677264115649,6168.342484038169,5293.7387804943455,5731.113532275842,5897.268145153077,5468.160191057196,5515.575378562121,5457.320258529807,5830.853313901249,5238.934585930594,5788.9372013599805,3695.162430304984,3018.825540161939,3716.667565409939,4898.18836335642,3435.798018263378,3638.7827327607297,4835.544772001175,3063.8073328797896,3130.169074085029,4259.657998215646,4747.626886559077,3017.4314646075695,5680.986397137339,5366.200968694904,5940.290830276932,5220.993351771304,5618.614570439817,5774.577460869339,5458.443083371531,5294.955018302018,5292.941122922557,5763.73615215598,5097.395767557365,5621.520293790038,3526.355652049543,2981.943830727156,3295.462667531962,4500.028701793506,3050.8130792648612,3300.0120374981007,4548.704242040267,2959.1991890983045,2692.5327001805467,4059.0824677357978,4425.923010458803,2627.271263506899,A,0.9791899411010931,0.9232179313796162,0.04892282585730389,0.19128686830984404,0.6730870205296652,1.008671079136678,0.8166392904866218,0.04892282585730389,3,0.32690813897448207,1.0960083027257397,0.9335195278077616,0.24962544276266038
C014,5144.344641363652,5113.766453679949,5032.164893710524,5177.140791696229,5133.347863914883,4539.009929667943,5189.189829543405,4881.181341721598,5155.486286380527,4510.302676382866,5368.4462930759955,4858.219698414493,4526.2780036910435,4740.998910543501,3220.2223565132035,3600.1839607875677,3949.811531900937,4345.873438333172,3515.1848658412355,4402.302639448975,4314.000118748525,3364.0155154237887,3644.1259856582014,4775.074913841657,4955.721928109445,5061.925977656556,4843.428527066733,5121.534391177803,5080.4767124818345,4431.510889590251,5187.401219364318,4774.212653916568,4988.423483932263,4393.328242055428,5307.205562987682,4733.3508913843,3882.382291966924,4254.514822279873,3219.6449440287283,3215.6329337234074,3630.9408008611554,4173.299745619995,3485.488030846004,3857.783571047556,3804.35797706683,2926.26169992202,3211.5761711175473,4771.986355666064,A,0.9796334899724565,0.9180917190902195,0.052665030579483615,0.13642538779657862,0.8052575375676301,0.9443914911648507,1.0549550767476112,0.052665030579483615,11,0.19473922231929577,1.0718563717225646,0.9306222411826259,0.24519685498373434
C015,5309.8639379257775,5458.58080668022,5153.304655381229,5781.775714826954,5507.283236092307,5601.774759649906,5777.618529618046,5649.736857913425,5954.929005710031,5418.981400397972,5776.1801129565265,5791.17790077091,3421.101165317656,3334.486062912891,3093.4127833641433,3078.8446235149963,3400.4616195509457,4997.086805454344,3745.573956655776,4521.020547857899,3946.9488853663224,4019.4306116353096,4890.076834380885,3218.89329668366,5196.252636493591,5271.145207404177,5058.14347645566,5619.654413070636,5405.452515936379,5526.851590892517,5630.711901594765,5564.543033869721,5869.827087955164,5293.257091246571,5638.300945559453,5649.970527320156,3116.378307820577,2874.159981192332,2655.771220600834,2653.193234522751,3245.236230816042,4269.38026345617,3464.370732990045,3932.813837060288,3373.1151895927146,3802.0735274873086,4483.710090628119,3206.6325171742706,A,0.978310950979123,0.8994795330416661,0.04191397724257318,0.17875370239492874,0.6797635721026504,1.0906281856343538,0.9409111949455691,0.04191397724257318,9,0.3202316612122021,1.0636776465749345,0.9389555878386663,0.25284361793139526
C016,5045.64092076351,4720.26665515436,4417.230214747928,4350.815989147836,4604.987173761926,4214.153504601634,4468.153286259815,4595.968080217534,4491.470750723839,4361.497329054005,4339.334348000345,4299.896077152888,3586.974512204395,4393.22142841719,3928.528176080304,3430.124287428679,3893.6525241593154,3241.757503077914,4835.37401548945,4132.892657438391,3944.0386314838543,3629.132849294423,3086.4314594732523,4504.889833919946,4953.460904682617,4676.309724334376,4380.204773091555,4189.352226867581,4542.30700504248,4054.5718281566233,4411.858925193474,4493.6344317987005,4395.891560991227,4302.365776808788,4285.520810276062,4173.191810753419,3055.10453179749,4242.508307734276,3820.1846683458784,2987.4538527972554,3647.1882591187064,2921.15138424196,4278.495223281354,3636.104755418314,3513.048351452573,3616.532190119549,2723.20275692973,4069.992781310459,A,0.9805090712882766,0.9121151491262439,0.050346606529684305,0.1350267247380402,0.8645432056361455,0.8522294620680487,1.2558310597227733,0.050346606529684305,1,0.1354542817362658,1.1231376152408576,0.9335100101173756,0.24115876449194526
C017,4273.562858657175,4620.6393842112675,4873.041902265661,4911.85320938733,4471.169543263907,4608.710682643388,4702.109577773297,4553.34991601571,4746.415632229346,5051.98006442363,4492.024301869418,5165.395774624423,3565.9763217139825,3595.4514366035432,4123.017810652722,3792.094872094053,4577.4014193578,3836.968770691754,3287.8078415506557,3301.813388841354,3110.4827004316476,4436.074387407291,3584.6347090082772,3397.547744400686,4244.73578352744,4540.793094350092,4694.170028100413,4822.457200790762,4320.752021427137,4549.122336801671,4536.307977517901,4452.264831386887,4725.148355205323,5011.012088964469,4324.5578137694565,5157.293904342021,3383.686496510745,3443.7823962668463,3964.432175990126,3728.237711443496,3982.759669785869,3708.607535298731,3207.90992506036,3217.272816450566,2657.514145357612,4030.4227716335786,3282.047802813322,3153.247955593908,A,0.9806688060325919,0.9361265066442508,0.054767491704573394,0.12364110846236616,0.7899605394601251,1.2086372210344363,0.9527811339010055,0.054767491704573394,12,0.21003574113486884,1.0976531212465765,0.9297487965312307,0.2604805078644863
C018,5580.2153739937785,5304.773923202861,5390.472901521741,5219.703564186093,5510.146526786708,5616.085768551521,5320.68874960906,5231.445752246342,5425.204424924584,5483.770220632636,5578.565668780222,5000.188162670141,4723.2521120032925,3397.2687183675616,4314.378061220845,4399.31125798419,3704.784937515693,4579.921095650613,4628.095876234097,3394.842569004266,4898.910588391965,3953.2007719708745,4333.200695963128,3422.6240745028003,5537.253591324009,5160.417470112465,5238.232141717366,5073.952357137591,5472.212342193501,5515.565401273788,5148.655432103876,5171.651737841718,5347.053347662532,5381.378103481964,5483.1784245052195,4802.647236480846,4507.331932608518,3160.135562169246,3718.43391525699,3748.413911529633,3303.4750605295476,4578.124815661018,4090.496702127052,2939.092772378143,4176.052408756817,3562.7989423974277,4208.533250159981,3020.800969307925,A,0.9794457542282058,0.9048015992893723,0.03382646327769873,0.13268003615628685,0.7693909763105383,0.89607510686179,0.7246912301323039,0.03382646327769873,6,0.2306054573275685,1.042247369471266,0.9473986099397365,0.248410312364084
C019,4030.415262123211,4365.046372529413,4111.019632834742,4014.625005711847,4246.394144583944,4070.6124994187576,3937.579910026592,4318.030156915139,4600.031650010587,4630.852655581166,4107.589384109977,4134.844574510376,3999.3185340979094,3304.216844843576,4065.3721611145393,3774.0135368930983,4376.654766844329,3745.8543128167858,4892.320089926785,4554.715836213414,4216.068606134909,4230.464073172138,4285.975202538647,3536.967014260669,3990.1362832505233,4240.525653123207,4063.229203552815,3864.443789837308,4193.714819073909,3997.694450829953,3867.306154525993,4205.161793585343,4447.791387193736,4546.002957110142,3951.791647606263,4105.992888279166,3825.9882509379217,2830.47503028398,3502.2387779335145,3213.767206384674,4372.915892822409,3520.790591979102,4290.373039793539,4120.4544724527605,4129.957551071617,3881.612920281817,4267.568933191194,3078.395585432117,A,0.9783801821621717,0.919411059516893,0.053356753193636516,0.10869940767968765,0.9686534898944579,1.0259038837721137,0.884421323978016,0.053356753193636516,10,0.03134589021777646,1.098941731513329,0.9288212936366089,0.2545786009305045
C020,4930.274491638383,5565.070205156871,5726.500940680715,5240.746286375812,5015.6312937661105,4960.273562783806,5413.4265019045615,5359.4594575684305,5284.879274574375,5314.508572932037,4964.563000272743,5380.247371352852,3509.6120278842936,4715.251062339525,4899.558052228605,4123.373716022315,3357.561039699953,4540.5038662768,3984.762079229099,4262.506131127091,4678.995845827412,3922.0787925848617,3995.88014661461,4358.8222351065015,4861.40563964964,5402.301971927565,5512.862293795778,5192.834364680592,4911.503604646148,4827.180773911663,5307.462154886743,5201.5974000276865,5139.124745805625,5235.184948763374,4876.680268424881,5233.598950018576,3191.032201259646,4190.425643997208,4592.532971983921,3604.835995078742,3155.1675052104515,4421.876558144298,3480.525335758918,4092.6242813098393,4263.95260712152,3791.878271058997,3878.383629059315,4218.9507528045915,A,0.9769799624927512,0.9311460846566186,0.04820445872063417,0.11331776845001812,0.7972202017684196,1.091248799976042,1.2418980509600752,0.04820445872063417,3,0.20277658748465352,1.0880750401579296,0.9320509509043545,0.24794830016244887
C021,4305.534031076553,3898.854079480444,4074.9754860204657,4046.389516125797,3839.830606691394,4317.510204385884,3951.692104097572,4125.756560941755,4094.0114956476145,3825.565086537484,4177.424914732356,4209.778887753128,4940.970250698315,4518.605105571106,3768.500064180259,3817.436658887465,4426.720855768957,3541.3395453462676,4708.205743982689,4826.327939223611,4521.512139329212,4033.337075516132,3335.6715304430145,3597.3845832177312,4182.213727564167,3793.93007986936,3986.978889793073,3972.642992385565,3719.6286829687274,4282.947382759413,3908.4897479518936,4100.885297881438,3974.0605295535256,3766.6245610483825,4119.401497479199,4106.524198557182,4503.956881380273,4389.931645653601,3542.598796821884,3759.2247611549337,4088.098107997117,3450.141977206059,4608.549133625369,4673.172972135096,4445.3170436609225,3851.147683794691,3062.6753227975255,3222.8510703726624,A,0.9804983099607176,0.9512681762025247,0.04109287756544841,0.1323344762952656,1.0239155420751882,0.9777651488105186,0.7281275282280926,0.04109287756544841,6,-0.023915052687776783,1.0602201900999688,0.9417971547875453,0.249916879949576
C022,3837.323688510694,4283.302320612538,4368.467432819271,4469.845774137282,4142.00867605696,4223.872562646145,4189.259932345815,4572.476849655815,4706.897160843201,4473.491450818492,4249.318727456676,4549.05644096195,3012.2817326921963,4544.087742889073,4915.664336186551,4403.875768188622,3595.156533730101,4535.985483911182,4376.436649785228,3774.366960762045,4230.411650186113,3855.110479688681,4168.579286313789,4405.271037730904,3701.0058607182345,4270.155996424888,4366.525434791856,4412.168810501014,4108.071504968301,4059.8302519079416,4051.4766932080215,4549.60125008574,4658.874021608968,4385.4692728436,4101.159244454582,4455.21563669113,2793.4877311367795,4074.6366727348977,4211.983208231789,4032.4180909313823,3107.591080945237,3886.3485230254,4169.537577797485,3688.985540462196,3675.301591628423,3351.477308748324,3839.090612242142,3875.025198873773,A,0.9818349907349229,0.8973980535412469,0.05415786517378121,0.1238629845860455,0.9568216749480492,1.1854280175957268,1.4622831280346795,0.05415786517378121,9,0.04317749575723197,1.0848442845828739,0.931392747871842,0.2549079955722954
C023,4801.12568091502,4852.47274659445,4805.983236193549,5162.495186080001,5432.176594888323,4672.35974148079,5222.023903616036,4617.001874323791,4992.218369817795,4944.800522271561,5248.632708946395,4893.83731294493,4252.366075920492,3220.9554278273476,3001.057622338552,4884.332465710999,3283.001515450379,3843.193052332319,3692.978880297088,4739.570168794363,3857.2036247045726,4657.502968645512,4435.703676452076,3238.453388368245,4723.613268369913,4683.559392663207,4628.6490085487785,5127.639103882648,5315.794517797263,4515.744575201956,5127.60455042742,4541.003405049202,4947.011469976796,4876.729499911978,5155.775318180497,4732.97634538999,3767.968551518914,2982.3090258890934,2729.497484528263,4505.5929146027,3261.205590133145,3786.468786987208,3419.195822438976,4612.100484959716,3757.523411541205,4120.8421990518245,3822.948131737773,2978.938109227875,A,0.9787237035476366,0.9286352991468505,0.05006544206983723,0.1680384672517929,0.7897764753415786,1.019306373508376,0.7616211091511043,0.05006544206983723,5,0.21022000014589837,1.0928993106010971,0.9320597215526155,0.25295059430511213
C024,5739.603592325425,5556.516428691647,5680.652326582916,5799.07540022952,5461.672701936503,5623.7401378807945,6337.389224337121,5654.105657875585,5943.578304147749,6196.1803211361575,6153.59659633815,5576.493765254687,4123.458214626276,4085.119753419019,4786.895207389802,4685.559099130086,3612.025179899246,4262.339554910391,4360.477720892311,4940.855120790641,4787.1343038415225,4884.851722721561,4284.450962445589,4229.295267684169,5562.291913626606,5442.281534135155,5636.847521164937,5762.94023720712,5360.015869512479,5569.256904740531,6210.559531909428,5620.255182408043,5853.163824348106,6161.8817811164,5964.483575711839,5443.152753891711,3891.12715429298,3560.0001013067135,4157.034447169442,4275.687411434997,3371.9427059287177,4224.885850057818,3974.090790213389,4745.754178387089,4783.8675689214215,4823.789378123422,3643.0836099106855,4211.108257560486,A,0.9837144088949161,0.9362757587010738,0.04879318405436926,0.09057948227011904,0.7607642101302184,0.9715866416401233,1.0256608377513854,0.04879318405436926,7,0.23923235866751177,1.0907319266771593,0.9379488957890869,0.2571084488654245
C025,5274.044852675562,5913.686516421926,5638.165217838717,5379.582500046332,5840.974259259559,5531.887528767906,6253.535537529933,5170.733195305216,5382.3685404563275,5253.029406305939,5701.557146201167,5457.595250525777,4170.890233022072,3323.9702076898766,4041.437576105367,3652.102252275651,4398.372475888882,3732.789097832567,4672.7490165321105,3962.6858864950345,4033.004595983722,3766.096256338738,4995.081791755161,4028.4889765035578,5181.021940322279,5685.28806093135,5575.001986482848,5254.992132731092,5709.420361681112,5372.94550308638,6228.590018691291,5102.399324868722,5265.263002634661,5103.802259860253,5593.414335103135,5361.376113254552,4011.531256289135,3238.384416815773,3934.5583960754734,3146.5455648301127,4164.068141658501,3346.029734770601,4339.292569343491,3937.7758511066168,3962.346933724805,3368.075558204392,4629.72351856651,3477.816136802576,A,0.9795852860708423,0.9339550167909962,0.057159771602062745,0.11223548672550811,0.7302356627431482,1.0347959880866449,0.9658664901124784,0.057159771602062745,7,0.26976029875732643,1.1234373812454301,0.9266199039964783,0.24570179054004865
