ClientID,Business_Size,Sales_M1,Sales_M2,Sales_M3,Sales_M4,Sales_M5,Sales_M6,Sales_M7,Sales_M8,Sales_M9,Sales_M10,Sales_M11,Sales_M12,Purchases_M1,Purchases_M2,Purchases_M3,Purchases_M4,Purchases_M5,Purchases_M6,Purchases_M7,Purchases_M8,Purchases_M9,Purchases_M10,Purchases_M11,Purchases_M12,Decl_Sales_M1,Decl_Sales_M2,Decl_Sales_M3,Decl_Sales_M4,Decl_Sales_M5,Decl_Sales_M6,Decl_Sales_M7,Decl_Sales_M8,Decl_Sales_M9,Decl_Sales_M10,Decl_Sales_M11,Decl_Sales_M12,Decl_Purchases_M1,Decl_Purchases_M2,Decl_Purchases_M3,Decl_Purchases_M4,Decl_Purchases_M5,Decl_Purchases_M6,Decl_Purchases_M7,Decl_Purchases_M8,Decl_Purchases_M9,Decl_Purchases_M10,Decl_Purchases_M11,Decl_Purchases_M12,CreditGrade,Compliance_Sales,Compliance_Purchases,Sales_Stability,Purchases_Stability,Purchase_to_Sales_Ratio,Sales_Growth,Purchases_Growth,Sales_Seasonality,Peak_Sales_Month,Profitability,Sales_Max_to_Mean,Compliance_Adjusted,Q4_to_Annual_Sales
C011,micro,66988,57419,56486,46290,58725,57261,56241,60247,60743,53754,54598,56527,47819,41499,36811,29988,36219,35078,39757,41566,36953,36121,36048,41107,66232,56505,55475,46196,58694,55745,54531,59756,58468,52388,52567,54988,41151,37081,35652,29562,35092,32772,37467,37585,32346,33067,34603,35328,A,0.9799585278404854,0.9188175158944235,0.08504747090233106,0.1166965102072245,0.6697505687464522,0.8438400334383257,0.8596403178586366,0.08504747090233106,1,0.33024894933457855,1.1730346326094918,0.9031480687435242,0.24060127334997863
C012,micro,390451,330909,406100,335996,383179,379338,358295,471020,364704,397499,416604,345787,261870,239057,261300,238547,270292,246242,232962,351715,252991,295162,297923,250264,381184,323646,396364,335930,370574,378771,349972,460169,356872,387542,407698,332442,225899,229465,247041,203763,241918,217463,199941,326563,230843,253022,278814,242888,A,0.9784452961888538,0.9059804741544402,0.1027634891330533,0.12723092161742794,0.6983422280312026,0.8856094987347997,0.9556804686276831,0.1027634891330533,8,0.3016577061029725,1.2341453338754143,0.8872666766997035,0.2532576166809538
C013,small,701314,729260,779557,733794,779843,752311,787078,644959,659396,632785,735512,690119,424145,444675,541382,536456,468925,535635,568212,394301,460567,428009,494251,512991,673262,707294,770584,713969,757290,743146,784514,625468,645102,613877,717251,679203,409663,382504,515890,500105,408292,463224,503910,344133,455454,407471,437733,479817,A,0.9773974463964921,0.9137019069810755,0.07423690715965615,0.11455611286714842,0.6734984340235625,0.9840371302481766,1.209470323897903,0.07423690715965615,7,0.32650152812526045,1.094947233503456,0.9098527893449376,0.23863125219686507
C014,micro,403463,395622,334119,402530,350136,404645,380154,432449,391994,398391,363685,418370,298515,259582,238181,287596,255801,249470,245205,290275,274764,254428,256460,292252,390261,384893,332616,387771,346587,389468,376071,427995,382710,398254,355715,404812,269483,248477,215224,246683,229552,249425,219013,266841,263854,252279,224739,257726,A,0.9789533142354345,0.9190536604040119,0.07244857795794953,0.07761254089066537,0.68495118657495,1.0369475343525072,0.9790195500408688,0.07244857795794953,8,0.3150487460429865,1.109897043304778,0.9128207490371805,0.25247168359370153
C015,small,596588,579872,615508,518888,551160,551552,589374,581227,594428,621290,637447,623967,430177,366237,384746,314968,333955,347497,441902,381237,424467,416899,431206,462831,575336,567465,594373,509306,535706,541353,581491,566448,585465,612411,622658,609073,390843,333616,331632,270408,287786,331634,377549,352615,369242,356287,407888,424370,A,0.977310696711555,0.8939529007065274,0.059074332562758354,0.11885611878703667,0.6707152123949963,1.0458925659038298,1.0759081124557741,0.059074332562758354,11,0.3292847409726988,1.0832796959087285,0.9227970753919125,0.26662282205502924
C016,micro,271849,286938,257212,271235,265125,296816,267456,288135,268141,296689,266257,262247,191516,192145,162625,180920,163882,218947,183198,193282,173537,179937,189806,178719,269318,284533,247667,267543,255086,293076,261500,282003,264506,293010,258411,251877,184946,186846,141638,169468,147675,193731,161177,172161,172935,158761,171482,152404,A,0.9789060368090718,0.911574026698495,0.049575410122114666,0.08174268455622377,0.6696322124859768,0.9646790509472135,0.9331808664504979,0.049575410122114666,6,0.3303676873449297,1.0799527000394165,0.932668608056642,0.250202540856857
C017,micro,303177,315222,312724,332348,286184,280399,292199,278651,338923,315384,246747,285575,195446,215683,206213,238727,189675,174292,181933,169499,239857,203059,155406,206957,297938,303651,307033,321167,282483,270512,285712,277402,336174,303626,246360,281682,187201,207387,202740,207714,183329,170057,177275,144816,217924,185918,144231,191214,A,0.9794307118568666,0.9339681505856534,0.08631329575795899,0.13112362608122505,0.662501780471427,0.9419416976165816,1.0588957620224408,0.08631329575795899,9,0.3374981254533058,1.1336692930768861,0.9016097986478967,0.236292181841951
C018,micro,274460,281017,287280,291291,299848,286205,269987,263117,295332,286698,290208,253001,193480,183464,206409,210343,188788,212484,181294,184179,186560,206746,188041,162955,266796,279082,282138,281873,296421,282082,264946,258618,283665,283203,284807,243682,164854,163591,206328,185910,163444,181131,163390,178881,164658,204718,187717,138781,A,0.9789456329600253,0.9126410189769532,0.0492482890030729,0.07579562988714422,0.6821906771282875,0.921814028222589,0.8422325706400111,0.0492482890030729,5,0.317809228802008,1.0650394086745258,0.9329971211010079,0.24564770053906473
C019,micro,374418,379874,373616,384904,425077,410801,400489,346631,343937,400893,392534,360655,233194,258277,245858,270684,278825,304783,286992,239593,238102,279201,251329,256975,363737,375458,359640,380129,417463,403469,390021,335159,337635,385688,389795,356487,199760,222501,209361,270452,262072,267283,259629,234700,218468,278002,218744,246016,A,0.9784171330713441,0.9183078001140653,0.06486622843672721,0.08477403070361196,0.6843556867266936,0.9632417158317286,1.1019790304251806,0.06486622843672721,5,0.31564424456281576,1.1103861288698382,0.9188169433335356,0.25122441431755516
C020,micro,466956,368869,414573,474298,488091,418435,472242,468731,465719,436052,425207,423378,340245,273873,283673,297298,349247,281965,328061,340264,311638,294200,298458,295356,453298,355108,410782,464451,474994,410244,458333,455804,458767,428333,413617,413130,302374,256711,247999,279377,340123,246285,314986,310081,301293,285549,288880,277293,A,0.9763853836252578,0.9341340851987858,0.07831653710641076,0.08303246741375664,0.6940803385444311,0.9066766318954422,0.8680689853811654,0.07831653710641076,5,0.30591960397944445,1.100429474513255,0.9054719556145562,0.2413573867117478
C021,micro,195110,161992,190839,155447,177133,176720,196354,179917,171264,199891,203310,170169,124987,117949,140643,111006,120008,110481,126610,115613,111165,133732,138588,107651,193548,160221,189688,150892,174404,174265,191538,175674,169964,196696,202484,166698,121769,115453,136180,109136,114587,101439,113428,112493,96819,121722,122606,101038,A,0.9852746326462964,0.9370811000573903,0.0854124098023811,0.0936815680050349,0.6695754095455493,0.872170200552506,0.8612986846737287,0.0854124098023811,11,0.33042443875459276,1.1200902051561283,0.9077421851346654,0.2632376342081752
C022,micro,289842,261649,256276,245367,286365,243204,280126,254773,267372,261832,279299,282811,182127,157231,183444,182474,201970,156778,200346,179165,175952,181261,185492,194473,286395,252354,255489,245258,282669,241212,269247,246394,266035,259160,273804,272951,168038,145810,164492,156352,184935,135517,171653,170695,171971,157476,161259,179102,A,0.9819415653136448,0.9021361362086621,0.059902422075212666,0.07781031021486896,0.6795793345790292,0.9757420396559516,1.067787490116841,0.059902422075212666,1,0.3204205655677601,1.0838875184018528,0.9264452508666542,0.2567664594523509
C023,micro,446513,512267,502860,436097,462133,432807,425772,543640,462898,501659,488409,478432,324510,312361,323948,280493,334293,300336,262519,326227,343158,311643,323932,311925,444187,500559,499416,431175,445852,425819,410951,523580,459773,490911,472037,469781,304479,301754,307225,261884,293087,266124,243068,296707,316549,309574,319151,288800,A,0.9790205896667543,0.9342422600320344,0.07682776291892811,0.0726024271676123,0.6595861200701785,1.0714848806532382,0.9612185719436321,0.07682776291892811,8,0.3404138201397807,1.1458145069972057,0.9091710145111318,0.25792629367556297
C024,medium,3749025,3179931,3302941,3120079,3098390,2998655,3541693,3468851,2947773,3448205,3572703,3900854,2554525,2334124,2399312,2015265,2152376,2105163,2640559,2546258,2185373,2401102,2473015,2473736,3671950,3155409,3282359,3062006,3068373,2938643,3520489,3416083,2931456,3342235,3487275,3842244,2226155,2026999,2189431,1881315,2133462,1918622,2536291,2544521,2158055,2041665,2462380,2432567,A,0.9848601134168627,0.9388509338205613,0.0898911170907673,0.08468136835184428,0.70125066019326,1.04049825207934,0.9683741719598861,0.0898911170907673,12,0.2987493323989543,1.1607064873751212,0.9036316545507203,0.2708159120833344
C025,small,1203234,1228867,1191130,1266929,1225902,1479524,1077999,1379500,1194861,1265899,1512034,1152148,751176,833304,772933,893030,802916,1073329,724632,934577,785570,948957,1023853,787905,1156763,1215100,1163543,1238395,1190679,1473622,1063752,1349485,1160917,1241888,1485376,1140409,731835,811267,665937,845458,719725,996735,720077,918203,702547,879547,883898,745561,A,0.9803598978971377,0.931147941451283,0.10250093033864971,0.13072943425600822,0.6807328778635062,0.9575427908928846,1.0488952670276113,0.10250093033864971,11,0.31926710110167145,1.1954391700581375,0.8892145765319268,0.2589322709730323
C026,micro,299928,298756,278531,289894,283066,243787,265698,297859,287343,253894,305431,265656,192090,192407,207328,213647,193964,164026,185472,202691,215324,157744,227944,184082,296574,290332,274076,287003,279006,243039,264515,293625,279247,250670,296598,256374,179698,175352,193657,208979,167684,148140,184738,200319,214311,135288,223962,177731,A,0.9825558638785249,0.9457102030667787,0.07018531528853683,0.10535794465015348,0.6934207320637786,0.8857329567997759,0.9583114253140439,0.07018531528853683,11,0.3065791769589334,1.0876388009767815,0.9181174978219676,0.24481288890906788
C027,micro,437193,429759,424008,414752,410588,424655,443924,457121,435206,429118,397863,382982,286773,309021,264012,259424,251352,274232,318513,285443,265735,302597,249518,264195,426968,421397,410790,410199,408115,423447,439235,447550,426378,422158,383158,369462,285330,289707,228070,221041,245204,270727,304399,259197,254004,299116,222876,251673,A,0.9806745166122848,0.9401134557157933,0.04762759829322772,0.08241296254492589,0.6547482499598499,0.8760024154036881,0.9212690132299302,0.04762759829322772,8,0.345251682172996,1.0782916785347607,0.9360907618413056,0.23784603971285403
C028,small,1227592,1157006,1260046,1406067,1287905,1223771,1169968,1202164,1279541,1004820,1188751,1075977,889404,791807,913071,1053903,836993,750969,837784,748236,906943,746855,726285,717757,1219791,1117461,1248215,1393794,1271166,1181267,1125008,1185623,1241216,1004355,1166564,1035485,849214,747527,898797,921415,788076,674030,808034,653541,897405,690595,708117,634853,A,0.9797244581598729,0.934636840478036,0.08553018093139102,0.12158026376132522,0.6849126957868509,0.8764940823220726,0.8070091802946914,0.08553018093139102,4,0.31508728245839834,1.1649586208077436,0.902530832739504,0.22574126557415805
C029,small,904563,649951,829459,813648,832450,839684,835087,724908,776243,744755,694083,825264,581499,456701,602302,586943,499478,620141,602135,538898,522186,520872,492848,552858,897523,635340,800562,802001,815090,828201,804468,715157,760437,737466,678199,803141,535941,451189,539741,585616,433078,617399,590697,534635,462388,509741,478324,483447,A,0.9796717984349682,0.9460738184979126,0.09206496093357214,0.09362366014850074,0.6944873309085072,0.9123345611808562,0.9507463456577816,0.09206496093357214,1,0.3055126368307143,1.1462140559308012,0.8970819809084227,0.2390791222263346
C030,micro,204148,229669,219554,226716,190775,249404,223715,201738,249282,223240,207808,207611,141754,163121,154402,137088,140292,160358,152874,132433,150565,150491,150704,135995,200191,224822,214163,224396,185703,245368,217595,196462,241752,220543,201258,201526,128441,152675,152488,133366,122682,136885,147936,117830,135645,146301,146351,125664,A,0.9772632002612334,0.9300521954694626,0.08268884411564383,0.06677613819500869,0.672097765087369,1.0169631004805313,0.9593735670699446,0.08268884411564383,6,0.32790211040828715,1.1363835878587214,0.9026260920416855,0.24249865206594626
C031,micro,465183,468316,484269,450699,472733,451771,451235,552333,453988,477836,492231,476090,298843,299794,320142,326261,319570,289324,293767,412134,284943,304066,346318,313072,455162,462232,466559,436890,463703,434949,434814,532094,441690,476133,488923,471331,275052,293828,285532,281317,278787,267397,263085,368970,242518,284886,331685,285237,A,0.9767928149077604,0.9081096382207606,0.05908459853881406,0.10895998692114808,0.6685001309533757,1.0234466361697736,1.0476134705732756,0.05908459853881406,8,0.3314998108549095,1.163483177230824,0.922299140460933,0.2538594382275724
C032,small,976997,938858,991682,977075,1043535,1057830,914102,882173,881706,1078537,1068453,967690,672575,570347,678577,698563,768706,649440,672211,590301,588806,808810,667103,683582,944195,931752,953409,958897,1008744,1028566,879186,855304,870238,1069148,1055427,941716,621530,529635,607178,642305,766951,600843,611517,566208,576735,690663,596058,661954,A,0.9760535980475841,0.928259101324248,0.07083186598406667,0.10387138611487423,0.6833575325092766,0.9904738801921805,1.0163654367684842,0.07083186598406667,10,0.3166424406079514,1.0988065003780574,0.9114909903718789,0.26443464855614035
C033,micro,221479,240967,248111,257637,249470,293105,250534,261017,247935,239603,252160,273581,146208,160892,175695,164157,172987,182126,157881,159790,184221,145765,173973,193818,221216,239248,243422,250748,243024,282307,246084,252307,240945,238075,245731,266368,139857,137524,161791,157548,167102,161398,141450,139097,173050,127455,168814,179286,A,0.9782171492347969,0.9191375718520773,0.07055817066679519,0.08882460296170652,0.6646177574837783,1.2352447173559689,1.325629749194646,0.07055817066679519,6,0.33538213203320594,1.1586708257579477,0.9137449753202257,0.25212289238466606
C034,micro,408868,377069,350957,386150,389750,359930,410327,432488,416379,415509,425186,384664,262649,234064,248200,259061,266389,236775,304123,264760,307117,259087,283439,243037,395371,369750,349453,384971,387193,352727,407388,431353,412961,406560,414177,370949,262050,204258,221335,247369,252312,209198,295084,245384,264673,221551,264993,212038,A,0.9843557564547954,0.9152788477044694,0.06498353334438414,0.0901244691333887,0.6660745212019397,0.9408025553416864,0.9253302874547877,0.06498353334438414,8,0.3339254086055093,1.0909299584615317,0.9242919966692892,0.2575757098020569
C035,micro,177190,174802,167290,200917,206106,206416,176647,199667,189557,170916,178547,186247,115303,105171,119634,146912,140160,126463,127830,134913,138802,107011,117920,134996,177039,172140,166420,194881,203163,200640,171314,196041,182883,166425,175917,184992,104155,93109,116082,138179,129514,125193,121179,128413,124471,92888,102972,130259,A,0.9810021205727785,0.9282556109602241,0.07537010528791586,0.10624710236419169,0.6781155815104672,1.0511143342494822,1.1707919933393465,0.07537010528791586,6,0.3218842744247311,1.108620052257931,0.9122460404551866,0.23976615515718108
C036,small,1268578,1444457,1260235,1241394,1287294,1332585,1176972,1346862,1260293,1185503,1153638,1291272,848703,912263,882962,828960,886820,864917,745728,851679,788632,715334,801041,877693,1230185,1417003,1218608,1208717,1287200,1291672,1131090,1301108,1234240,1154858,1137015,1261285,745205,823559,814388,804341,807382,792004,731526,749022,755712,681016,705567,756968,A,0.9753360907013229,0.9162354373910265,0.06337731263359236,0.0721008641242937,0.6560874512913334,1.0178893076426458,1.034157963200362,0.06337731263359236,2,0.3439125261556694,1.1366902521286033,0.9172060369482362,0.23807418452637447
C037,small,1119166,975684,1221256,1175198,1113158,1049887,1172771,1016870,1135545,1195981,1134232,1083448,822094,614213,841925,806193,785603,776275,712675,630685,701261,783019,817228,807750,1089306,955328,1181147,1170616,1102631,1016243,1143015,1000421,1091944,1187591,1117912,1040939,798176,559385,716091,741525,707457,722177,705918,619007,675181,720181,780931,691279,A,0.977891535373633,0.9272866529998447,0.06610689407278147,0.10007350915148033,0.6793689123940245,0.9680851919329286,0.9825518948540011,0.06610689407278147,3,0.3206310636661284,1.0942176908334649,0.9172546775660132,0.25488023919010816
C038,micro,441333,446646,481909,493672,420471,393203,427767,431712,420086,377160,475379,435118,299861,305658,323196,347212,284122,284473,318282,314598,271534,257396,331910,323131,440888,436794,478040,488308,405134,389947,426452,425062,406825,365719,464220,430405,255561,268258,296195,326296,246925,276444,280942,271675,235739,257087,298254,294134,A,0.9834755025116046,0.9033523762807013,0.07862508737324295,0.08673824058845041,0.6981416185015186,0.9859176949883761,1.0776023637539935,0.07862508737324295,4,0.301858323940877,1.1295859856579977,0.9117862304748033,0.24552727680430533
C039,micro,404299,413086,428886,488338,346335,329779,430204,415649,403926,434319,364628,432018,278502,301165,260449,355618,245216,212508,289446,302027,278860,270829,247551,271367,398969,405630,414415,487020,340003,325196,424549,412638,387988,431676,356388,422988,266607,293946,225806,334940,216576,181898,258214,270027,242615,259575,217971,262854,A,0.9828258066547316,0.9147409807885106,0.10608247910113948,0.12884264347873886,0.67741190935153,1.06856047489488,0.9743808863818343,0.10608247910113948,4,0.3225880246993336,1.1980160553061077,0.8885646642313938,0.25165558716843023
C040,micro,70812,80481,63861,72116,88654,77844,79171,81241,75239,76461,78440,80220,42780,59205,42626,44556,64300,49068,49572,54218,52702,56857,56869,54249,69764,79950,62449,71430,87366,75859,76051,79752,73187,73846,77025,77613,38923,52456,36467,41672,63555,43026,47364,51941,45043,53299,54290,53515,A,0.9780993791507128,0.9275105980523188,0.08038602095022172,0.12942011338080783,0.6781772557163562,1.132856961292418,1.2680862999929876,0.08038602095022172,5,0.3218223961944359,1.1506781750924784,0.9053239862271213,0.25431133320353905
C041,micro,69211,71337,72161,65507,73953,64856,69873,75213,63803,65378,67519,65213,46522,43546,50927,42396,52639,42788,48299,53346,42318,43090,42863,43448,67475,70148,69563,64829,71241,62589,67981,74139,63802,63498,66391,64881,45052,38438,45936,40625,47538,39326,42825,47606,41216,42278,37352,38756,A,0.9787785307224062,0.9180813572336657,0.056249145895410226,0.09163504949896183,0.6701042688077047,0.9422354504999133,0.9339251552995292,0.056249145895410226,8,0.32989533084554473,1.0953030494257447,0.926654979581233,0.24041775482267508
C042,micro,502580,536040,468871,468871,538188,507157,459875,498561,460107,460019,487071,404685,334111,345041,324354,291134,346497,332165,307386,357855,289845,311495,335525,245631,494690,518255,451336,467913,537448,503270,447084,480567,454296,449717,469965,396513,285718,340348,288292,276396,310724,308252,286485,314100,288523,300988,332480,241756,A,0.9791142130774643,0.935363915416723,0.07702219318475051,0.09860501343746807,0.6597069246075423,0.8052154777040915,0.7351786227372857,0.07702219318475051,5,0.34029301664046396,1.1150255739572947,0.9090938137330552,0.23338556031785085
C043,micro,314267,310212,346327,313372,336996,376197,356821,312693,315098,335885,280818,301729,192174,225364,251898,233688,221678,279580,237951,219028,192958,246729,181043,192909,301761,304543,339062,308814,336702,374823,355539,306755,303805,324880,280290,294632,188283,214282,237871,208294,218245,246319,216693,218817,185309,226191,169112,175873,A,0.9823585438985338,0.9365566355140187,0.08067230347216528,0.13168596405151892,0.6858244571410991,0.9601041149592068,1.0038246390009107,0.08067230347216528,6,0.3141754623096613,1.1574060708924563,0.9090253731332315,0.2354703281573884
C044,small,449441,528507,525821,416762,421994,412548,549256,481504,476152,499401,441301,471256,284354,393009,389898,305184,294113,260761,382021,298952,318453,365102,281889,329751,446972,510513,516629,402744,408032,397763,531744,471011,472239,499218,437859,459520,263699,337530,373001,262725,288934,250046,372473,285958,304000,361274,276885,284986,A,0.9789037359028809,0.9380102969473192,0.09764280305609624,0.14185921438313914,0.687967256632645,1.048537964854197,1.159649030261469,0.09764280305609624,7,0.3120326883733784,1.1616387404667265,0.8918235815671384,0.24884952139984487
C045,medium,2889449,2935004,2680230,2363892,3052918,2775311,3077837,3206982,2980027,3045737,2632088,3175192,2156686,2057321,1785247,1521053,2065162,1712004,1951481,2154396,1896530,2004696,1902555,1940617,2880567,2844006,2648750,2279790,3004194,2709458,3057748,3110776,2915389,2991819,2553331,3062186,2068252,1844411,1738586,1395947,1784549,1683038,1875887,1870640,1855528,1724120,1669669,1699641,A,0.9782662577240794,0.916299417118244,0.08550847570493249,0.09634694008240881,0.6648849463359796,1.0988918306252056,0.8998143912398971,0.08550847570493249,8,0.33511504403833464,1.1053899783100036,0.9012055452526894,0.25428986582005797
C046,small,1469904,1291033,1424682,1359781,1371144,1316803,1368905,1473810,1284082,1381036,1551908,1327456,1073121,837299,877050,979472,903892,914079,828732,950587,779628,905727,992231,993705,1434341,1255273,1380295,1332260,1319472,1279390,1327013,1471654,1264342,1373445,1495423,1282269,1020416,834660,748548,965914,776179,880578,712453,844463,682518,796378,859256,922276,A,0.9756104854329678,0.9101189857517401,0.05865861007191604,0.09025646090362974,0.6639688207558068,0.9030903357699988,0.9259953667896101,0.05865861007191604,11,0.3360311590263737,1.1204745163575873,0.9215534414504912,0.2563333667056866
C047,micro,455376,539554,524637,513546,447297,558776,448936,520706,477002,465363,434049,531670,285896,397964,336102,329199,332414,345920,319683,312833,347505,327799,296435,393588,446498,521805,514918,499032,429595,556179,442766,519503,472136,451722,422969,521598,266464,353710,294491,297631,289542,314221,294359,311370,302967,303915,275432,352571,A,0.980024884601968,0.9084139021369138,0.08673826271907187,0.10004267372560097,0.6803106079657767,1.1675403017719383,1.3766811124286018,0.08673826271907187,6,0.3196893380044628,1.1332451792421452,0.9018039745374367,0.24186298528691993
